Id,Longitude,Latitude,Accuracy,TimeStamp,Date,DateTime,IsGPSOn,BatLevel,Provider,Bearing,DeviceTime,RepId
160,80.10063,6.13829,7.5,1745962186000,30/04/2025 12:00:00 AM,29/04/2025 9:29:46 PM,True,55,gps,242.3,30/04/2025 2:59:44 AM,373
161,80.10049,6.13827,7.5,1745962189000,30/04/2025 12:00:00 AM,29/04/2025 9:29:49 PM,True,55,gps,244.4,30/04/2025 2:59:47 AM,373
162,80.10046,6.1384,7.5,1745962199000,30/04/2025 12:00:00 AM,29/04/2025 9:29:59 PM,True,55,gps,331.2,30/04/2025 2:59:57 AM,373
163,80.10047,6.13852,6.5,1745962204000,30/04/2025 12:00:00 AM,29/04/2025 9:30:04 PM,True,55,gps,325.9,30/04/2025 3:00:02 AM,373
164,80.10052,6.13844,7,1745962209000,30/04/2025 12:00:00 AM,29/04/2025 9:30:09 PM,True,55,gps,121.1,30/04/2025 3:00:07 AM,373
165,80.10049,6.13854,7,1745962228000,30/04/2025 12:00:00 AM,29/04/2025 9:30:28 PM,True,55,gps,352,30/04/2025 3:00:26 AM,373
166,80.10046,6.13842,11.5,1745962248000,30/04/2025 12:00:00 AM,29/04/2025 9:30:48 PM,True,55,gps,273.1,30/04/2025 3:00:46 AM,373
167,80.10041,6.13853,8.5,1745962260000,30/04/2025 12:00:00 AM,29/04/2025 9:31:00 PM,True,55,gps,313.4,30/04/2025 3:00:58 AM,373
168,80.10049,6.13846,7.5,1745962267000,30/04/2025 12:00:00 AM,29/04/2025 9:31:07 PM,True,55,gps,252.8,30/04/2025 3:01:05 AM,373
169,80.10058,6.13841,7,1745962271000,30/04/2025 12:00:00 AM,29/04/2025 9:31:11 PM,True,55,gps,115.4,30/04/2025 3:01:09 AM,373
170,80.10055,6.13832,6.5,1745962285000,30/04/2025 12:00:00 AM,29/04/2025 9:31:25 PM,True,55,gps,325.1,30/04/2025 3:01:23 AM,373
171,80.10056,6.13833,6.5,1745962309012,30/04/2025 12:00:00 AM,29/04/2025 9:31:49 PM,True,55,gps,0,30/04/2025 3:01:47 AM,373
172,80.10075,6.13834,19.5,1745962321000,30/04/2025 12:00:00 AM,29/04/2025 9:32:01 PM,True,55,gps,17.7,30/04/2025 3:01:59 AM,373
173,80.10079,6.13825,7,1745962324000,30/04/2025 12:00:00 AM,29/04/2025 9:32:04 PM,True,55,gps,156.6,30/04/2025 3:02:02 AM,373
174,80.10037,6.13819,13,1745962343480,30/04/2025 12:00:00 AM,29/04/2025 9:32:23 PM,True,55,gps,0,30/04/2025 3:02:22 AM,373
175,80.1003,6.13837,11,1745962345343,30/04/2025 12:00:00 AM,29/04/2025 9:32:25 PM,True,55,gps,0,30/04/2025 3:02:24 AM,373
176,80.1004,6.13836,6,1745962349000,30/04/2025 12:00:00 AM,29/04/2025 9:32:29 PM,True,55,gps,5.8,30/04/2025 3:02:27 AM,373
177,80.10052,6.13833,5.5,1745962362000,30/04/2025 12:00:00 AM,29/04/2025 9:32:42 PM,True,55,gps,273.9,30/04/2025 3:02:40 AM,373
178,80.10061,6.13839,5,1745962381000,30/04/2025 12:00:00 AM,29/04/2025 9:33:01 PM,True,55,gps,14.5,30/04/2025 3:02:59 AM,373
179,80.1007,6.13838,5.5,1745962406000,30/04/2025 12:00:00 AM,29/04/2025 9:33:26 PM,True,55,gps,221.6,30/04/2025 3:03:24 AM,373
180,80.10079,6.13837,5,1745962431000,30/04/2025 12:00:00 AM,29/04/2025 9:33:51 PM,True,55,gps,87.5,30/04/2025 3:03:49 AM,373
181,80.10063,6.13835,9.5,1745962600000,30/04/2025 12:00:00 AM,29/04/2025 9:36:40 PM,True,55,gps,0,30/04/2025 3:06:38 AM,373
182,80.10079,6.1384,13,1745962601000,30/04/2025 12:00:00 AM,29/04/2025 9:36:41 PM,True,55,gps,0,30/04/2025 3:06:40 AM,373
183,80.10067,6.13837,12,1745962602000,30/04/2025 12:00:00 AM,29/04/2025 9:36:42 PM,True,55,gps,52.8,30/04/2025 3:06:40 AM,373
184,80.10077,6.13834,7,1745962604000,30/04/2025 12:00:00 AM,29/04/2025 9:36:44 PM,True,55,gps,151.8,30/04/2025 3:06:43 AM,373
185,80.1007,6.13832,6.5,1745962608000,30/04/2025 12:00:00 AM,29/04/2025 9:36:48 PM,True,55,gps,0,30/04/2025 3:06:46 AM,373
186,80.10079,6.13835,6,1745962621000,30/04/2025 12:00:00 AM,29/04/2025 9:37:01 PM,True,55,gps,242,30/04/2025 3:06:59 AM,373
187,80.10078,6.13845,5,1745962796000,30/04/2025 12:00:00 AM,29/04/2025 9:39:56 PM,True,55,gps,341.5,30/04/2025 3:09:54 AM,373
188,80.10078,6.13835,5.5,1745962837000,30/04/2025 12:00:00 AM,29/04/2025 9:40:37 PM,True,55,gps,158.8,30/04/2025 3:10:36 AM,373
189,80.10076,6.13837,5.5,1745962908928,30/04/2025 12:00:00 AM,29/04/2025 9:41:49 PM,True,55,gps,347,30/04/2025 3:11:47 AM,373
190,80.10066,6.1383,9,1745963089000,30/04/2025 12:00:00 AM,29/04/2025 9:44:49 PM,True,55,gps,0,30/04/2025 3:14:47 AM,373
191,80.1007,6.13832,4.5,1745963208150,30/04/2025 12:00:00 AM,29/04/2025 9:46:48 PM,True,55,gps,203.1,30/04/2025 3:16:46 AM,373
192,80.10079,6.13835,4,1745963273000,30/04/2025 12:00:00 AM,29/04/2025 9:47:53 PM,True,55,gps,120,30/04/2025 3:17:51 AM,373
193,80.10069,6.13836,5,1745963490000,30/04/2025 12:00:00 AM,29/04/2025 9:51:30 PM,True,55,gps,243.3,30/04/2025 3:21:28 AM,373
194,80.10065,6.1384,8,1745963509285,30/04/2025 12:00:00 AM,29/04/2025 9:51:49 PM,True,55,gps,256.1,30/04/2025 3:21:47 AM,373
195,80.10075,6.13837,10,1745963540000,30/04/2025 12:00:00 AM,29/04/2025 9:52:20 PM,True,55,gps,279,30/04/2025 3:22:18 AM,373
196,80.1007,6.13841,27.438,1745963793311,30/04/2025 12:00:00 AM,29/04/2025 9:56:33 PM,True,55,network,0,30/04/2025 3:26:33 AM,373
197,80.1007,6.13841,108.50501,1745963804892,30/04/2025 12:00:00 AM,29/04/2025 9:56:45 PM,True,55,network,0,30/04/2025 3:26:44 AM,373
198,80.10064,6.13838,7,1745963809000,30/04/2025 12:00:00 AM,29/04/2025 9:56:49 PM,True,55,gps,250.8,30/04/2025 3:26:47 AM,373
199,80.10068,6.13848,5,1745963911000,30/04/2025 12:00:00 AM,29/04/2025 9:58:31 PM,True,55,gps,334.1,30/04/2025 3:28:29 AM,373
200,80.10075,6.13842,5.5,1745963961000,30/04/2025 12:00:00 AM,29/04/2025 9:59:21 PM,True,55,gps,116.2,30/04/2025 3:29:20 AM,373
201,80.10068,6.13851,95.389,1745964104896,30/04/2025 12:00:00 AM,29/04/2025 10:01:45 PM,True,55,network,0,30/04/2025 3:31:44 AM,373
202,80.10072,6.13839,5.5,1745964108980,30/04/2025 12:00:00 AM,29/04/2025 10:01:49 PM,True,55,gps,272.3,30/04/2025 3:31:47 AM,373
203,80.10071,6.1383,4.5,1745964235000,30/04/2025 12:00:00 AM,29/04/2025 10:03:55 PM,True,55,gps,164.5,30/04/2025 3:33:53 AM,373
204,80.10069,6.13839,4,1745964367000,30/04/2025 12:00:00 AM,29/04/2025 10:06:07 PM,True,55,gps,323.1,30/04/2025 3:36:05 AM,373
205,80.10074,6.13842,7,1745964408247,30/04/2025 12:00:00 AM,29/04/2025 10:06:48 PM,True,55,gps,248.8,30/04/2025 3:36:47 AM,373
206,80.10089,6.13844,10,1745964589000,30/04/2025 12:00:00 AM,29/04/2025 10:09:49 PM,True,55,gps,0,30/04/2025 3:39:48 AM,373
207,80.10079,6.13844,6.5,1745964596000,30/04/2025 12:00:00 AM,29/04/2025 10:09:56 PM,True,55,gps,339.9,30/04/2025 3:39:55 AM,373
208,80.10085,6.13846,5.5,1745964708723,30/04/2025 12:00:00 AM,29/04/2025 10:11:49 PM,True,55,gps,29.7,30/04/2025 3:41:47 AM,373
209,80.10083,6.13837,4.5,1745964756000,30/04/2025 12:00:00 AM,29/04/2025 10:12:36 PM,True,55,gps,165.4,30/04/2025 3:42:34 AM,373
210,80.10091,6.13842,5,1745964917000,30/04/2025 12:00:00 AM,29/04/2025 10:15:17 PM,True,55,gps,43.1,30/04/2025 3:45:15 AM,373
211,80.10082,6.13841,5.5,1745964949000,30/04/2025 12:00:00 AM,29/04/2025 10:15:49 PM,True,55,gps,232.3,30/04/2025 3:45:48 AM,373
212,80.10089,6.13846,7,1745964968000,30/04/2025 12:00:00 AM,29/04/2025 10:16:08 PM,True,55,gps,87.4,30/04/2025 3:46:06 AM,373
213,80.10082,6.1384,5.5,1745964995000,30/04/2025 12:00:00 AM,29/04/2025 10:16:35 PM,True,55,gps,260.1,30/04/2025 3:46:33 AM,373
214,80.10083,6.13842,4.5,1745965007351,30/04/2025 12:00:00 AM,29/04/2025 10:16:47 PM,True,55,gps,0,30/04/2025 3:46:46 AM,373
215,80.10092,6.13845,5.5,1745965054000,30/04/2025 12:00:00 AM,29/04/2025 10:17:34 PM,True,55,gps,57.2,30/04/2025 3:47:32 AM,373
216,80.10087,6.13837,5,1745965119000,30/04/2025 12:00:00 AM,29/04/2025 10:18:39 PM,True,55,gps,201.3,30/04/2025 3:48:37 AM,373
217,80.1009,6.13846,6,1745965264000,30/04/2025 12:00:00 AM,29/04/2025 10:21:04 PM,True,55,gps,24,30/04/2025 3:51:02 AM,373
218,80.10092,6.13847,5.5,1745965308937,30/04/2025 12:00:00 AM,29/04/2025 10:21:49 PM,True,55,gps,23.2,30/04/2025 3:51:47 AM,373
219,80.10087,6.13839,5,1745965343000,30/04/2025 12:00:00 AM,29/04/2025 10:22:23 PM,True,55,gps,217.9,30/04/2025 3:52:22 AM,373
220,80.10098,6.13847,4.5,1745965470000,30/04/2025 12:00:00 AM,29/04/2025 10:24:30 PM,True,55,gps,72.2,30/04/2025 3:54:28 AM,373
221,80.10089,6.13844,5,1745965506000,30/04/2025 12:00:00 AM,29/04/2025 10:25:06 PM,True,55,gps,249.7,30/04/2025 3:55:04 AM,373
222,80.10093,6.13865,10,1745965529000,30/04/2025 12:00:00 AM,29/04/2025 10:25:29 PM,True,55,gps,0,30/04/2025 3:55:27 AM,373
223,80.10086,6.13847,7,1745965530000,30/04/2025 12:00:00 AM,29/04/2025 10:25:30 PM,True,55,gps,0,30/04/2025 3:55:28 AM,373
224,80.10094,6.13853,9,1745965531000,30/04/2025 12:00:00 AM,29/04/2025 10:25:31 PM,True,55,gps,0,30/04/2025 3:55:30 AM,373
225,80.10086,6.13846,9,1745965533000,30/04/2025 12:00:00 AM,29/04/2025 10:25:33 PM,True,55,gps,341,30/04/2025 3:55:32 AM,373
226,80.1008,6.13839,4.5,1745965567000,30/04/2025 12:00:00 AM,29/04/2025 10:26:07 PM,True,55,gps,279.3,30/04/2025 3:56:05 AM,373
227,80.10084,6.13837,4.5,1745965608978,30/04/2025 12:00:00 AM,29/04/2025 10:26:49 PM,True,55,gps,0,30/04/2025 3:56:47 AM,373
228,80.10081,6.13849,25.5,1745965701000,30/04/2025 12:00:00 AM,29/04/2025 10:28:21 PM,True,55,gps,0,30/04/2025 3:58:20 AM,373
229,80.10082,6.13839,13.5,1745965702000,30/04/2025 12:00:00 AM,29/04/2025 10:28:22 PM,True,55,gps,0.9,30/04/2025 3:58:21 AM,373
230,80.10076,6.13831,6.5,1745965871000,30/04/2025 12:00:00 AM,29/04/2025 10:31:11 PM,True,55,gps,187.2,30/04/2025 4:01:09 AM,373
231,80.10077,6.13838,5,1745965908735,30/04/2025 12:00:00 AM,29/04/2025 10:31:49 PM,True,55,gps,0,30/04/2025 4:01:47 AM,373
232,80.10067,6.13852,33.017,1745966204909,30/04/2025 12:00:00 AM,29/04/2025 10:36:45 PM,True,55,network,0,30/04/2025 4:06:44 AM,373
233,80.10077,6.13838,3.5,1745966208746,30/04/2025 12:00:00 AM,29/04/2025 10:36:49 PM,True,55,gps,0,30/04/2025 4:06:47 AM,373
234,80.10066,6.13851,20,1745966505318,30/04/2025 12:00:00 AM,29/04/2025 10:41:45 PM,True,55,network,0,30/04/2025 4:11:45 AM,373
235,80.10079,6.13838,5.5,1745966508726,30/04/2025 12:00:00 AM,29/04/2025 10:41:49 PM,True,55,gps,101.7,30/04/2025 4:11:47 AM,373
236,80.10082,6.13848,5,1745966638000,30/04/2025 12:00:00 AM,29/04/2025 10:43:58 PM,True,55,gps,16.2,30/04/2025 4:13:56 AM,373
237,80.1008,6.13838,5,1745966648000,30/04/2025 12:00:00 AM,29/04/2025 10:44:08 PM,True,55,gps,0,30/04/2025 4:14:06 AM,373
238,80.1009,6.13835,5.5,1745966662000,30/04/2025 12:00:00 AM,29/04/2025 10:44:22 PM,True,55,gps,113.4,30/04/2025 4:14:20 AM,373
239,80.10081,6.13831,5,1745966701000,30/04/2025 12:00:00 AM,29/04/2025 10:45:01 PM,True,55,gps,213.7,30/04/2025 4:14:59 AM,373
240,80.10074,6.13838,5,1745966728000,30/04/2025 12:00:00 AM,29/04/2025 10:45:28 PM,True,55,gps,280.8,30/04/2025 4:15:27 AM,373
241,80.10084,6.13841,6.5,1745966782000,30/04/2025 12:00:00 AM,29/04/2025 10:46:22 PM,True,55,gps,58.6,30/04/2025 4:16:20 AM,373
242,80.10081,6.13837,7,1745966809000,30/04/2025 12:00:00 AM,29/04/2025 10:46:49 PM,True,55,gps,184.7,30/04/2025 4:16:47 AM,373
243,80.10089,6.13845,5,1745966842000,30/04/2025 12:00:00 AM,29/04/2025 10:47:22 PM,True,55,gps,66.4,30/04/2025 4:17:20 AM,373
244,80.10078,6.13847,6,1745966883000,30/04/2025 12:00:00 AM,29/04/2025 10:48:03 PM,True,55,gps,262.8,30/04/2025 4:18:01 AM,373
245,80.10083,6.13839,5.5,1745966929000,30/04/2025 12:00:00 AM,29/04/2025 10:48:49 PM,True,55,gps,174.1,30/04/2025 4:18:47 AM,373
246,80.10092,6.13835,5,1745966999000,30/04/2025 12:00:00 AM,29/04/2025 10:49:59 PM,True,55,gps,93.2,30/04/2025 4:19:57 AM,373
247,80.10084,6.1384,5,1745967052000,30/04/2025 12:00:00 AM,29/04/2025 10:50:52 PM,True,55,gps,0,30/04/2025 4:20:50 AM,373
248,80.10089,6.13837,7,1745967108964,30/04/2025 12:00:00 AM,29/04/2025 10:51:49 PM,True,55,gps,151.5,30/04/2025 4:21:47 AM,373
249,80.10089,6.13846,7,1745967124000,30/04/2025 12:00:00 AM,29/04/2025 10:52:04 PM,True,55,gps,9.7,30/04/2025 4:22:02 AM,373
250,80.10033,6.13815,16.5,1745967139000,30/04/2025 12:00:00 AM,29/04/2025 10:52:19 PM,True,55,gps,0,30/04/2025 4:22:17 AM,373
251,80.10082,6.13842,10.5,1745967140000,30/04/2025 12:00:00 AM,29/04/2025 10:52:20 PM,True,55,gps,0,30/04/2025 4:22:18 AM,373
252,80.10091,6.13839,5.5,1745967149000,30/04/2025 12:00:00 AM,29/04/2025 10:52:29 PM,True,55,gps,81.8,30/04/2025 4:22:27 AM,373
253,80.10084,6.13834,6.5,1745967161000,30/04/2025 12:00:00 AM,29/04/2025 10:52:41 PM,True,55,gps,272,30/04/2025 4:22:39 AM,373
254,80.10092,6.13839,6.5,1745967181000,30/04/2025 12:00:00 AM,29/04/2025 10:53:01 PM,True,55,gps,52.5,30/04/2025 4:22:59 AM,373
255,80.10085,6.13834,5.5,1745967261000,30/04/2025 12:00:00 AM,29/04/2025 10:54:21 PM,True,55,gps,208.7,30/04/2025 4:24:19 AM,373
256,80.10079,6.13836,7.5,1745967409000,30/04/2025 12:00:00 AM,29/04/2025 10:56:49 PM,True,55,gps,332.1,30/04/2025 4:26:47 AM,373
257,80.10089,6.13837,6,1745967687000,30/04/2025 12:00:00 AM,29/04/2025 11:01:27 PM,True,55,gps,94.6,30/04/2025 4:31:25 AM,373
258,80.1008,6.13837,5.5,1745967700000,30/04/2025 12:00:00 AM,29/04/2025 11:01:40 PM,True,55,gps,277.6,30/04/2025 4:31:38 AM,373
259,80.1008,6.13838,5.5,1745967708742,30/04/2025 12:00:00 AM,29/04/2025 11:01:49 PM,True,55,gps,288.9,30/04/2025 4:31:47 AM,373
260,80.10083,6.13829,4.5,1745967726000,30/04/2025 12:00:00 AM,29/04/2025 11:02:06 PM,True,55,gps,184.7,30/04/2025 4:32:04 AM,373
261,80.10081,6.13837,5.5,1745967791000,30/04/2025 12:00:00 AM,29/04/2025 11:03:11 PM,True,55,gps,278.3,30/04/2025 4:33:09 AM,373
262,80.1009,6.13838,5.5,1745967941000,30/04/2025 12:00:00 AM,29/04/2025 11:05:41 PM,True,55,gps,113.2,30/04/2025 4:35:40 AM,373
263,80.10081,6.13841,5,1745967984000,30/04/2025 12:00:00 AM,29/04/2025 11:06:24 PM,True,55,gps,275.8,30/04/2025 4:36:22 AM,373
264,80.1008,6.13837,6,1745968008965,30/04/2025 12:00:00 AM,29/04/2025 11:06:49 PM,True,55,gps,246.7,30/04/2025 4:36:47 AM,373
265,80.10067,6.13852,111.925,1745968304911,30/04/2025 12:00:00 AM,29/04/2025 11:11:45 PM,True,55,network,0,30/04/2025 4:41:44 AM,373
266,80.10086,6.1384,5.5,1745968309000,30/04/2025 12:00:00 AM,29/04/2025 11:11:49 PM,True,55,gps,287.3,30/04/2025 4:41:47 AM,373
267,80.10077,6.13837,5,1745968591000,30/04/2025 12:00:00 AM,29/04/2025 11:16:31 PM,True,55,gps,199.7,30/04/2025 4:46:29 AM,373
268,80.10078,6.13838,6.5,1745968608982,30/04/2025 12:00:00 AM,29/04/2025 11:16:49 PM,True,55,gps,47.4,30/04/2025 4:46:47 AM,373
269,80.10084,6.13845,3.5,1745968742000,30/04/2025 12:00:00 AM,29/04/2025 11:19:02 PM,True,55,gps,61.6,30/04/2025 4:49:00 AM,373
270,80.10082,6.13836,5,1745968794000,30/04/2025 12:00:00 AM,29/04/2025 11:19:54 PM,True,55,gps,203.3,30/04/2025 4:49:53 AM,373
271,80.10086,6.13844,4,1745968870000,30/04/2025 12:00:00 AM,29/04/2025 11:21:10 PM,True,55,gps,7.2,30/04/2025 4:51:08 AM,373
272,80.10088,6.13841,4,1745968908000,30/04/2025 12:00:00 AM,29/04/2025 11:21:48 PM,True,55,gps,0,30/04/2025 4:51:46 AM,373
273,80.10066,6.13852,78.99,1745969204914,30/04/2025 12:00:00 AM,29/04/2025 11:26:45 PM,True,55,network,0,30/04/2025 4:56:44 AM,373
274,80.10085,6.1384,7,1745969209292,30/04/2025 12:00:00 AM,29/04/2025 11:26:49 PM,True,55,gps,0,30/04/2025 4:56:48 AM,373
275,80.10079,6.13847,3.5,1745969422000,30/04/2025 12:00:00 AM,29/04/2025 11:30:22 PM,True,55,gps,313.2,30/04/2025 5:00:20 AM,373
276,80.1008,6.13841,4.5,1745969508275,30/04/2025 12:00:00 AM,29/04/2025 11:31:48 PM,True,55,gps,126.2,30/04/2025 5:01:47 AM,373
277,80.10066,6.13852,66.935,1745969804904,30/04/2025 12:00:00 AM,29/04/2025 11:36:45 PM,True,55,network,0,30/04/2025 5:06:44 AM,373
278,80.1008,6.13844,4.5,1745969808865,30/04/2025 12:00:00 AM,29/04/2025 11:36:49 PM,True,55,gps,0,30/04/2025 5:06:47 AM,373
279,80.10072,6.1384,15.5,1745970047000,30/04/2025 12:00:00 AM,29/04/2025 11:40:47 PM,True,55,gps,0,30/04/2025 5:10:45 AM,373
280,80.10079,6.13844,4.5,1745970072000,30/04/2025 12:00:00 AM,29/04/2025 11:41:12 PM,True,55,gps,67.8,30/04/2025 5:11:10 AM,373
281,80.10075,6.13845,4.5,1745970108881,30/04/2025 12:00:00 AM,29/04/2025 11:41:49 PM,True,55,gps,330.9,30/04/2025 5:11:47 AM,373
282,80.10066,6.13852,52.522,1745970404918,30/04/2025 12:00:00 AM,29/04/2025 11:46:45 PM,True,55,network,0,30/04/2025 5:16:44 AM,373
283,80.10078,6.13845,4.5,1745970409005,30/04/2025 12:00:00 AM,29/04/2025 11:46:49 PM,True,55,gps,0,30/04/2025 5:16:47 AM,373
284,80.10085,6.13838,4.5,1745970508000,30/04/2025 12:00:00 AM,29/04/2025 11:48:28 PM,True,55,gps,133.4,30/04/2025 5:18:26 AM,373
285,80.1008,6.13845,4,1745970517000,30/04/2025 12:00:00 AM,29/04/2025 11:48:37 PM,True,55,gps,18.2,30/04/2025 5:18:36 AM,373
286,80.10067,6.13852,45.211,1745970704939,30/04/2025 12:00:00 AM,29/04/2025 11:51:45 PM,True,55,network,0,30/04/2025 5:21:44 AM,373
287,80.10078,6.13844,4.5,1745970709027,30/04/2025 12:00:00 AM,29/04/2025 11:51:49 PM,True,55,gps,283.1,30/04/2025 5:21:47 AM,373
288,80.10066,6.13851,33.013,1745971004867,30/04/2025 12:00:00 AM,29/04/2025 11:56:45 PM,True,55,network,0,30/04/2025 5:26:44 AM,373
289,80.1008,6.13841,5,1745971008572,30/04/2025 12:00:00 AM,29/04/2025 11:56:49 PM,True,55,gps,0,30/04/2025 5:26:47 AM,373
290,80.10066,6.13852,26.342,1745971305179,30/04/2025 12:00:00 AM,30/04/2025 12:01:45 AM,True,55,network,0,30/04/2025 5:31:45 AM,373
291,80.10082,6.13842,4,1745971309027,30/04/2025 12:00:00 AM,30/04/2025 12:01:49 AM,True,55,gps,14.1,30/04/2025 5:31:47 AM,373
292,80.10066,6.13851,16.872,1745971605214,30/04/2025 12:00:00 AM,30/04/2025 12:06:45 AM,True,55,network,0,30/04/2025 5:36:45 AM,373
293,80.10077,6.13844,5,1745971608947,30/04/2025 12:00:00 AM,30/04/2025 12:06:49 AM,True,55,gps,0,30/04/2025 5:36:47 AM,373
294,80.10078,6.13834,4.5,1745971756000,30/04/2025 12:00:00 AM,30/04/2025 12:09:16 AM,True,55,gps,190.4,30/04/2025 5:39:14 AM,373
295,80.10085,6.13841,5,1745971787000,30/04/2025 12:00:00 AM,30/04/2025 12:09:47 AM,True,55,gps,305.7,30/04/2025 5:39:45 AM,373
296,80.10081,6.13833,4,1745971823000,30/04/2025 12:00:00 AM,30/04/2025 12:10:23 AM,True,55,gps,212.1,30/04/2025 5:40:21 AM,373
297,80.10088,6.13839,4,1745971843000,30/04/2025 12:00:00 AM,30/04/2025 12:10:43 AM,True,55,gps,108.6,30/04/2025 5:40:41 AM,373
298,80.10078,6.13842,4,1745971884000,30/04/2025 12:00:00 AM,30/04/2025 12:11:24 AM,True,55,gps,256.2,30/04/2025 5:41:22 AM,373
299,80.10077,6.13846,5.5,1745971908949,30/04/2025 12:00:00 AM,30/04/2025 12:11:49 AM,True,55,gps,277.5,30/04/2025 5:41:47 AM,373
300,80.10085,6.1384,4,1745972126000,30/04/2025 12:00:00 AM,30/04/2025 12:15:26 AM,True,55,gps,131.8,30/04/2025 5:45:24 AM,373
301,80.10057,6.13825,35.5,1745972135000,30/04/2025 12:00:00 AM,30/04/2025 12:15:35 AM,True,55,gps,0,30/04/2025 5:45:33 AM,373
302,80.10086,6.1384,9.5,1745972136000,30/04/2025 12:00:00 AM,30/04/2025 12:15:36 AM,True,55,gps,0,30/04/2025 5:45:34 AM,373
303,80.1008,6.13836,4.5,1745972208893,30/04/2025 12:00:00 AM,30/04/2025 12:16:49 AM,True,55,gps,0,30/04/2025 5:46:47 AM,373
304,80.10089,6.13837,4,1745972279000,30/04/2025 12:00:00 AM,30/04/2025 12:17:59 AM,True,55,gps,138.1,30/04/2025 5:47:57 AM,373
305,80.10079,6.13843,10,1745972361000,30/04/2025 12:00:00 AM,30/04/2025 12:19:21 AM,True,55,gps,0,30/04/2025 5:49:19 AM,373
306,80.10068,6.13852,126.577,1745972504903,30/04/2025 12:00:00 AM,30/04/2025 12:21:45 AM,True,55,network,0,30/04/2025 5:51:44 AM,373
307,80.10077,6.13845,5.5,1745972508320,30/04/2025 12:00:00 AM,30/04/2025 12:21:48 AM,True,55,gps,0,30/04/2025 5:51:47 AM,373
308,80.10085,6.13841,5.5,1745972548000,30/04/2025 12:00:00 AM,30/04/2025 12:22:28 AM,True,55,gps,114.1,30/04/2025 5:52:26 AM,373
309,80.10066,6.13852,115.017,1745972804908,30/04/2025 12:00:00 AM,30/04/2025 12:26:45 AM,True,55,network,0,30/04/2025 5:56:44 AM,373
310,80.10081,6.1384,6.5,1745972809007,30/04/2025 12:00:00 AM,30/04/2025 12:26:49 AM,True,55,gps,105.2,30/04/2025 5:56:47 AM,373
311,80.10068,6.13852,114.08,1745973104915,30/04/2025 12:00:00 AM,30/04/2025 12:31:45 AM,True,55,network,0,30/04/2025 6:01:44 AM,373
312,80.1008,6.13841,5,1745973108385,30/04/2025 12:00:00 AM,30/04/2025 12:31:48 AM,True,55,gps,0,30/04/2025 6:01:47 AM,373
313,80.10067,6.13852,104.51,1745973404907,30/04/2025 12:00:00 AM,30/04/2025 12:36:45 AM,True,55,network,0,30/04/2025 6:06:44 AM,373
314,80.10076,6.13838,6.5,1745973408021,30/04/2025 12:00:00 AM,30/04/2025 12:36:48 AM,True,55,gps,229.9,30/04/2025 6:06:46 AM,373
315,80.10082,6.13845,5,1745973573000,30/04/2025 12:00:00 AM,30/04/2025 12:39:33 AM,True,55,gps,227.4,30/04/2025 6:09:31 AM,373
316,80.10066,6.13851,93.231,1745973704896,30/04/2025 12:00:00 AM,30/04/2025 12:41:45 AM,True,55,network,0,30/04/2025 6:11:44 AM,373
317,80.10076,6.13847,5,1745973708930,30/04/2025 12:00:00 AM,30/04/2025 12:41:49 AM,True,55,gps,0,30/04/2025 6:11:47 AM,373
318,80.10066,6.13851,87.61,1745974004920,30/04/2025 12:00:00 AM,30/04/2025 12:46:45 AM,True,55,network,0,30/04/2025 6:16:44 AM,373
